product_id,material_id,source,confidence
B0DX6Q61D5,powder_steel,title,1.0
B0DX6Q61D5,high_carbon,title,1.0
B0F6L7GRHZ,high_carbon,title,1.0
B0F6L7GRHZ,stainless,title,1.0
B0F6L7GRHZ,damascus,bullet_points_text,0.8
B09N6WQ84Q,high_carbon,bullet_points_text,0.8
B09N6WQ84Q,stainless,bullet_points_text,0.8
B07SMN6GXB,stainless,bullet_points_text,0.8
B0DS2HTK9N,high_carbon,bullet_points_text,0.8
B0DS2HTK9N,carbon_steel,bullet_points_text,0.8
B0DS2HTK9N,stainless,bullet_points_text,0.8
B0B295J4L2,damascus,title,1.0
B0FSTF4FSN,carbon_steel,bullet_points_text,0.8
B0FSTF4FSN,stainless,bullet_points_text,0.8
B0F1XSJ9YS,high_carbon,title,1.0
B0F1XSJ9YS,stainless,title,1.0
B0FSZV7WYB,carbon_steel,bullet_points_text,0.8
B0FSZV7WYB,stainless,bullet_points_text,0.8
B0DFH6VZ5B,damascus,bullet_points_text,0.8
B0DFH6VZ5B,stainless,bullet_points_text,0.8
B0DSHYXVPN,high_carbon,title,1.0
B0DSHYXVPN,stainless,title,1.0
B0DSHYXVPN,damascus,bullet_points_text,0.8
B0DJGDXWBW,vg10,title,1.0
B0DJGDXWBW,damascus,title,1.0
B0DJGDXWBW,stainless,title,1.0
B0DJGDXWBW,high_carbon,bullet_points_text,0.8
B0DJGDXWBW,carbon_steel,bullet_points_text,0.8
B0DG9Y57NY,stainless,title,1.0
B09DKSJ7JF,stainless,title,1.0
B09DKSJ7JF,high_carbon,bullet_points_text,0.8
B0CW3FZR24,stainless,title,1.0
B0CW3FZR24,high_carbon,bullet_points_text,0.8
B07P46SQPW,high_carbon,title,1.0
B07P46SQPW,stainless,title,1.0
B07P46SQPW,damascus,bullet_points_text,0.8
B0DM83MFMC,german_steel,bullet_points_text,0.8
B0DM83MFMC,stainless,bullet_points_text,0.8
B09SB8F3FD,damascus,bullet_points_text,0.8
B09SB8F3FD,stainless,bullet_points_text,0.8
B084G8Y5M4,stainless,title,1.0
B0DSJ36HHZ,high_carbon,title,1.0
B0DSJ36HHZ,stainless,title,1.0
B0DSJ36HHZ,damascus,bullet_points_text,0.8
B0DM7XB86G,damascus,bullet_points_text,0.8
B0DM7XB86G,stainless,bullet_points_text,0.8
B0DM84Y4XT,damascus,title,1.0
B0DM84Y4XT,vg10,bullet_points_text,0.8
B0DM84Y4XT,carbon_steel,bullet_points_text,0.8
B0DM84Y4XT,stainless,bullet_points_text,0.8
B0FCXWCXY4,high_carbon,title,1.0
B0FCXWCXY4,stainless,title,1.0
B07W85ND8W,german_steel,title,1.0
B07W85ND8W,high_carbon,title,1.0
B0C2Z6L1XB,stainless,title,1.0
B0CG8WC1BV,high_carbon,title,1.0
B0CG8WC1BV,stainless,title,1.0
B0CG8WC1BV,carbon_steel,bullet_points_text,0.8
B07P46QB4K,stainless,title,1.0
B07P46QB4K,german_steel,bullet_points_text,0.8
B0C77KYXKK,high_carbon,title,1.0
B0C77KYXKK,stainless,title,1.0
B0CTK42ZNP,damascus,title,1.0
B0CTK42ZNP,vg10,bullet_points_text,0.8
B07TWRGXMG,high_carbon,title,1.0
B07TWRGXMG,carbon_steel,title,1.0
B0DM9K3ZQQ,damascus,bullet_points_text,0.8
B0DM9K3ZQQ,high_carbon,bullet_points_text,0.8
B0DM9K3ZQQ,stainless,bullet_points_text,0.8
B09N7CPC5B,damascus,bullet_points_text,0.8
B09N7CPC5B,high_carbon,bullet_points_text,0.8
B09N7CPC5B,stainless,bullet_points_text,0.8
B0CFSTGQ34,stainless,title,1.0
B0CFSTGQ34,high_carbon,description_clean,0.6
B0F53T1C9V,high_carbon,title,1.0
B0F53T1C9V,stainless,title,1.0
B0F53T1C9V,carbon_steel,bullet_points_text,0.8
B099S2DB85,high_carbon,title,1.0
B099S2DB85,stainless,title,1.0
B0C37GLKHZ,high_carbon,bullet_points_text,0.8
B0C37GLKHZ,stainless,bullet_points_text,0.8
B0FWQV72CL,high_carbon,bullet_points_text,0.8
B0FWQV72CL,stainless,bullet_points_text,0.8
B0DLZDWWCM,damascus,title,1.0
B0DLZDWWCM,high_carbon,title,1.0
B0DLZDWWCM,carbon_steel,title,1.0
B0DLZDWWCM,german_steel,bullet_points_text,0.8
B0DLZDWWCM,stainless,bullet_points_text,0.8
B00GIBKCGC,stainless,bullet_points_text,0.8
B00GIBKCGC,high_carbon,description_clean,0.6
B0DGB59ZT9,stainless,title,1.0
B0FL9DZ9HV,stainless,title,1.0
B09BQV3XNF,high_carbon,title,1.0
B09BQV3XNF,stainless,title,1.0
B0CG2BFKDM,stainless,title,1.0
B09NN1FHJG,damascus,title,1.0
B09NN1FHJG,vg10,bullet_points_text,0.8
B0C6X91FCZ,high_carbon,title,1.0
B0C6X91FCZ,stainless,title,1.0
B0CMZ7N6Z8,high_carbon,title,1.0
B0CMZ7N6Z8,stainless,title,1.0
B09N7FCX8W,high_carbon,bullet_points_text,0.8
B09N7FCX8W,stainless,bullet_points_text,0.8
B0C8HXRQN7,carbon_steel,title,1.0
B0C8HXRQN7,high_carbon,bullet_points_text,0.8
B0C8HXRQN7,stainless,bullet_points_text,0.8
B09793FKG8,stainless,bullet_points_text,0.8
B0CFXWNSP8,vg10,title,1.0
B0CFXWNSP8,damascus,title,1.0
B0CFXWNSP8,carbon_steel,bullet_points_text,0.8
B0CWH4MF7W,high_carbon,title,1.0
B0CWH4MF7W,stainless,title,1.0
B0CWH4MF7W,carbon_steel,bullet_points_text,0.8
B09N7F6C3V,damascus,bullet_points_text,0.8
B09N7F6C3V,high_carbon,bullet_points_text,0.8
B09N7F6C3V,stainless,bullet_points_text,0.8
B0BMFTPFSY,damascus,bullet_points_text,0.8
B0BMFTPFSY,high_carbon,bullet_points_text,0.8
B0BMFTPFSY,stainless,bullet_points_text,0.8
B0CZ747XJJ,high_carbon,title,1.0
B0CZ747XJJ,stainless,title,1.0
B0CZ747XJJ,carbon_steel,bullet_points_text,0.8
B0FSZKDY88,carbon_steel,bullet_points_text,0.8
B0FSZKDY88,stainless,bullet_points_text,0.8
B0DF2W38BD,vg10,title,1.0
B0DF2W38BD,damascus,title,1.0
B09V4X692D,high_carbon,title,1.0
B09V4X692D,stainless,title,1.0
B0DM9ML5D3,damascus,bullet_points_text,0.8
B0DM9ML5D3,high_carbon,bullet_points_text,0.8
B0DM9ML5D3,stainless,bullet_points_text,0.8
B0CDGYRRPY,high_carbon,title,1.0
B0CDGYRRPY,stainless,title,1.0
B0FFMGKQFB,high_carbon,title,1.0
B0FFMGKQFB,carbon_steel,title,1.0
B0FFMGKQFB,stainless,bullet_points_text,0.8
B08V399L1Z,stainless,description_clean,0.6
B0C6XGY493,high_carbon,title,1.0
B0C6XGY493,stainless,title,1.0
B0B1DK264D,damascus,title,1.0
B0B1DK264D,carbon_steel,bullet_points_text,0.8
B09797YFYY,damascus,bullet_points_text,0.8
B09797YFYY,stainless,bullet_points_text,0.8
B0DSJ1CNQ2,german_steel,title,1.0
B0DSJ1CNQ2,high_carbon,title,1.0
B0DSJ1CNQ2,stainless,bullet_points_text,0.8
B09FXJ6GMH,damascus,bullet_points_text,0.8
B09FXJ6GMH,german_steel,bullet_points_text,0.8
B09FXJ6GMH,stainless,bullet_points_text,0.8
B0DD56SV3N,stainless,title,1.0
B01GL5G6O6,high_carbon,title,1.0
B01GL5G6O6,stainless,title,1.0
B01M4HMVAA,german_steel,title,1.0
B01M4HMVAA,stainless,description_clean,0.6
B0DM82G931,german_steel,bullet_points_text,0.8
B0DM82G931,high_carbon,bullet_points_text,0.8
B0DM82G931,stainless,bullet_points_text,0.8
B00LI03Q7K,stainless,title,1.0
B0DFYRDYD8,high_carbon,bullet_points_text,0.8
B0DFYRDYD8,stainless,bullet_points_text,0.8
B0DNW1X8Z4,high_carbon,title,1.0
B0DNW1X8Z4,stainless,title,1.0
B09Y5NZ1WC,damascus,title,1.0
B09Y5NZ1WC,carbon_steel,bullet_points_text,0.8
B0DSK8P872,high_carbon,title,1.0
B0DSK8P872,stainless,title,1.0
B0B62LSJMN,high_carbon,title,1.0
B0B62LSJMN,stainless,title,1.0
B0CBS9FTDX,damascus,title,1.0
B0DM8363RQ,damascus,title,1.0
B0DM8363RQ,vg10,bullet_points_text,0.8
B0DM8363RQ,carbon_steel,bullet_points_text,0.8
B0DM8363RQ,stainless,bullet_points_text,0.8
B09FL98DFP,damascus,bullet_points_text,0.8
B09FL98DFP,stainless,bullet_points_text,0.8
B0DSK7JYLW,high_carbon,title,1.0
B0DSK7JYLW,stainless,title,1.0
B0DSK7JYLW,carbon_steel,bullet_points_text,0.8
B0DKFYLVNL,vg10,title,1.0
B0DKFYLVNL,damascus,title,1.0
B07S2TDMBK,stainless,bullet_points_text,0.8
B0DM82BWSR,german_steel,bullet_points_text,0.8
B09N7G38FP,high_carbon,bullet_points_text,0.8
B09N7G38FP,stainless,bullet_points_text,0.8
B0FBRQRPLX,high_carbon,title,1.0
B0FBRQRPLX,stainless,title,1.0
B09S9YQS7W,damascus,bullet_points_text,0.8
B09S9YQS7W,stainless,bullet_points_text,0.8
B09D3DZCQB,german_steel,title,1.0
B07QHHXMFR,stainless,bullet_points_text,0.8
B0B8MLGQFQ,stainless,title,1.0
B0C37CN71P,stainless,bullet_points_text,0.8
B096XCY3S9,stainless,title,1.0
B0FBWK81R9,damascus,title,1.0
B0FBWK81R9,stainless,title,1.0
B0BMNQMH9J,stainless,description_clean,0.6
B0DM81MGR9,carbon_steel,bullet_points_text,0.8
B0FG7HCKJG,stainless,title,1.0
B0D9H46D1S,carbon_steel,bullet_points_text,0.8
B0D9H46D1S,stainless,bullet_points_text,0.8
B0CJV6S9PW,high_carbon,title,1.0
B0CJV6S9PW,carbon_steel,bullet_points_text,0.8
B01KQKGDAY,stainless,title,1.0
B01KQKGDAY,german_steel,description_clean,0.6
B076QGYHDK,stainless,title,1.0
B08ZQPYCBM,stainless,title,1.0
B0FK1X9R79,damascus,title,1.0
B0FK1X9R79,vg10,bullet_points_text,0.8
B0DM856S88,damascus,title,1.0
B0DM856S88,vg10,bullet_points_text,0.8
B0DM856S88,carbon_steel,bullet_points_text,0.8
B0CHQVGGZM,high_carbon,title,1.0
B0CHQVGGZM,stainless,title,1.0
B09Q2Q2HQ3,high_carbon,title,1.0
B09Q2Q2HQ3,stainless,title,1.0
B0CLQXN88Q,stainless,title,1.0
B00GIBJZWO,stainless,bullet_points_text,0.8
B0DBJSS5LD,stainless,title,1.0
B00LSV613K,stainless,bullet_points_text,0.8
B0DGQKV614,german_steel,title,1.0
B0DGQKV614,high_carbon,title,1.0
B0DGQKV614,carbon_steel,bullet_points_text,0.8
B0DGQKV614,stainless,bullet_points_text,0.8
B0C37G8DCK,stainless,bullet_points_text,0.8
B0DM82NK7J,german_steel,bullet_points_text,0.8
B09Q2Q7KF5,high_carbon,title,1.0
B09Q2Q7KF5,stainless,title,1.0
B09Q2Q7KF5,damascus,bullet_points_text,0.8
B0FMQZS2RL,aus10,title,1.0
B0FMQZS2RL,damascus,title,1.0
B06WVBM57D,stainless,title,1.0
B0DZ2BRPLL,high_carbon,title,1.0
B0DZ2BRPLL,carbon_steel,title,1.0
B0F4N7HL8V,high_carbon,title,1.0
B0F4N7HL8V,carbon_steel,title,1.0
B0DCV9V2PV,high_carbon,title,1.0
B0DCV9V2PV,carbon_steel,title,1.0
B0DCV9V2PV,stainless,bullet_points_text,0.8
B0FQHT7Y9V,high_carbon,bullet_points_text,0.8
B0FQHT7Y9V,stainless,bullet_points_text,0.8
B0CD1ZL3J6,vg10,title,1.0
B0CD1ZL3J6,damascus,title,1.0
B07K46875F,high_carbon,title,1.0
B07K46875F,stainless,title,1.0
B07K46875F,damascus,bullet_points_text,0.8
B0B1T6M6ZV,stainless,bullet_points_text,0.8
B0BJ6RKT38,stainless,title,1.0
B0BJ6RKT38,x50crmov15,bullet_points_text,0.8
B0DGQLD5Q1,high_carbon,title,1.0
B0DGQLD5Q1,stainless,title,1.0
B0DRGFJWCZ,stainless,title,1.0
B09HCX44GK,stainless,title,1.0
B0DSK8342X,high_carbon,title,1.0
B0DSK8342X,stainless,title,1.0
B09WGR7W5W,stainless,title,1.0
B09K7J96QV,vg10,title,1.0
B09K7J96QV,damascus,title,1.0
B09K7J96QV,high_carbon,title,1.0
B09K7J96QV,carbon_steel,title,1.0
B09K7J96QV,stainless,bullet_points_text,0.8
B06WP5B4VR,stainless,bullet_points_text,0.8
B0DLMM4FKQ,damascus,title,1.0
B0DLMM4FKQ,high_carbon,title,1.0
B0DLMM4FKQ,stainless,title,1.0
B0DLMM4FKQ,vg10,bullet_points_text,0.8
B0FNMXZVMH,damascus,title,1.0
B0D9QR9MZ4,stainless,title,1.0
B09S5SMGBJ,high_carbon,title,1.0
B09S5SMGBJ,stainless,title,1.0
B09S5SMGBJ,x50crmov15,bullet_points_text,0.8
B09NLLR8HV,damascus,bullet_points_text,0.8
B09NLLR8HV,high_carbon,bullet_points_text,0.8
B09NLLR8HV,stainless,bullet_points_text,0.8
B07XB21HD7,german_steel,title,1.0
B0FXWXC6KM,high_carbon,title,1.0
B0FXWXC6KM,carbon_steel,title,1.0
B0FXWXC6KM,stainless,title,1.0
B0CXJ94WM3,high_carbon,title,1.0
B0CXJ94WM3,carbon_steel,title,1.0
B0CLVMXH3Y,stainless,bullet_points_text,0.8
B0GJ3K1LH7,damascus,bullet_points_text,0.8
B0GJ3K1LH7,high_carbon,bullet_points_text,0.8
B0GJ3K1LH7,stainless,bullet_points_text,0.8
B07STD2G1C,stainless,title,1.0
B08VJLYQ5D,stainless,description_clean,0.6
B0FCY5NC6N,high_carbon,title,1.0
B0FCY5NC6N,carbon_steel,title,1.0
B0FCY5NC6N,stainless,bullet_points_text,0.8
B09YK8J9G6,high_carbon,bullet_points_text,0.8
B09YK8J9G6,stainless,bullet_points_text,0.8
B0C37F8XRD,high_carbon,bullet_points_text,0.8
B0C37F8XRD,stainless,bullet_points_text,0.8
B097992WN4,damascus,bullet_points_text,0.8
B097992WN4,stainless,bullet_points_text,0.8
B01MT566O0,vg10,title,1.0
B01MT566O0,damascus,title,1.0
B01MT566O0,high_carbon,title,1.0
B01MT566O0,stainless,title,1.0
B0CYP352KZ,high_carbon,title,1.0
B0CYP352KZ,carbon_steel,title,1.0
B0BYNVPZ23,high_carbon,bullet_points_text,0.8
B0BYNVPZ23,stainless,bullet_points_text,0.8
B0DSJ3GLNQ,high_carbon,title,1.0
B0DSJ3GLNQ,stainless,title,1.0
B0FWQZBC8N,damascus,bullet_points_text,0.8
B0FWQZBC8N,stainless,bullet_points_text,0.8
B07KC84X95,high_carbon,title,1.0
B07KC84X95,stainless,title,1.0
B07KC84X95,damascus,bullet_points_text,0.8
B0D9Y3LHHP,damascus,bullet_points_text,0.8
B0D9Y3LHHP,stainless,bullet_points_text,0.8
B0979618DB,stainless,bullet_points_text,0.8
B06XYSXS9F,stainless,title,1.0
B09SB3P9HP,stainless,bullet_points_text,0.8
B06XKYMXFN,stainless,description_clean,0.6
B09JPFSNVC,high_carbon,title,1.0
B09JPFSNVC,stainless,title,1.0
B01GL50U70,high_carbon,title,1.0
B01GL50U70,stainless,title,1.0
B01GL50U70,x50crmov15,bullet_points_text,0.8
B07VWJTN1W,damascus,title,1.0
B07VWJTN1W,vg10,bullet_points_text,0.8
B07VWJTN1W,stainless,bullet_points_text,0.8
B0BTLH8J6B,high_carbon,title,1.0
B0BTLH8J6B,stainless,title,1.0
B0DP6LBV7H,vg10,title,1.0
B0DP6LBV7H,damascus,title,1.0
B0F6L991NK,high_carbon,title,1.0
B0F6L991NK,stainless,title,1.0
B0CQ2KQFQ8,german_steel,title,1.0
B0CQ2KQFQ8,stainless,bullet_points_text,0.8
B007I1PLO4,stainless,bullet_points_text,0.8
B0F66FX734,german_steel,bullet_points_text,0.8
B0F4RB57PB,german_steel,title,1.0
B0F4RB57PB,damascus,bullet_points_text,0.8
B0F4RB57PB,high_carbon,bullet_points_text,0.8
B0F4RB57PB,stainless,bullet_points_text,0.8
B099WPXP54,high_carbon,title,1.0
B099WPXP54,stainless,title,1.0
B0D4DCRXW8,vg10,title,1.0
B0D4DCRXW8,damascus,title,1.0
B0D4DCRXW8,carbon_steel,bullet_points_text,0.8
B0FWQJ6S34,high_carbon,bullet_points_text,0.8
B0FWQJ6S34,stainless,bullet_points_text,0.8
B09S9TRHN5,stainless,bullet_points_text,0.8
B0DM9KC21C,damascus,bullet_points_text,0.8
B0DM9KC21C,high_carbon,bullet_points_text,0.8
B0DM9KC21C,stainless,bullet_points_text,0.8
B07XD39KRG,stainless,title,1.0
B07XD39KRG,high_carbon,bullet_points_text,0.8
B0G95BGKN7,high_carbon,title,1.0
B0G95BGKN7,carbon_steel,title,1.0
B0F23DWMK8,damascus,title,1.0
B0F23DWMK8,high_carbon,title,1.0
B0FWQYMLHG,damascus,bullet_points_text,0.8
B0FWQYMLHG,stainless,bullet_points_text,0.8
B09DSYHCTY,damascus,bullet_points_text,0.8
B09DSYHCTY,stainless,bullet_points_text,0.8
B0C6WYBQTH,high_carbon,title,1.0
B0C6WYBQTH,stainless,title,1.0
B0FM83SLTL,stainless,title,1.0
B07H6WGWMD,stainless,title,1.0
B0DQ8WWPGP,high_carbon,title,1.0
B0DQ8WWPGP,stainless,title,1.0
B01DUT3QSU,stainless,title,1.0
B0FQMJQM6Y,stainless,title,1.0
B0D149W1ZQ,damascus,title,1.0
B0D149W1ZQ,high_carbon,title,1.0
B0D149W1ZQ,carbon_steel,title,1.0
B0F18JYXG2,high_carbon,title,1.0
B0F18JYXG2,stainless,title,1.0
B0FXGRC4PH,high_carbon,title,1.0
B0FXGRC4PH,stainless,title,1.0
B0CNZ97KND,high_carbon,title,1.0
B0CNZ97KND,stainless,title,1.0
B0006MM4RE,high_carbon,bullet_points_text,0.8
B0DNSWRZV7,stainless,title,1.0
B0FWYKP87T,high_carbon,title,1.0
B0FWYKP87T,stainless,title,1.0
B0FQN4YMF1,high_carbon,title,1.0
B0FQN4YMF1,stainless,title,1.0
B0B6QDC7SQ,german_steel,title,1.0
B0B6QDC7SQ,x50crmov15,bullet_points_text,0.8
B0FCGDLDTH,high_carbon,title,1.0
B0FCGDLDTH,carbon_steel,title,1.0
B09QLTP7N6,high_carbon,title,1.0
B09QLTP7N6,stainless,title,1.0
B09QLTP7N6,damascus,bullet_points_text,0.8
B0D44Q9ZCL,high_carbon,title,1.0
B0D44Q9ZCL,carbon_steel,title,1.0
B073J61P62,stainless,title,1.0
B073J61P62,high_carbon,bullet_points_text,0.8
B0DT6G3SZM,high_carbon,title,1.0
B0DT6G3SZM,stainless,title,1.0
B07QHQXY9G,stainless,title,1.0
B07QHQXY9G,german_steel,bullet_points_text,0.8
B0FLXBXVWN,stainless,title,1.0
B0DM1QVV37,high_carbon,title,1.0
B0DM1QVV37,stainless,title,1.0
B0CFXNZ26Z,stainless,title,1.0
B0F3X9GF9J,high_carbon,title,1.0
B0F3X9GF9J,carbon_steel,bullet_points_text,0.8
B0FQJ4DT9Q,stainless,title,1.0
B08YMKNDNY,stainless,title,1.0
B0DZJ7T45L,aus10,title,1.0
B0DZJ7T45L,high_carbon,title,1.0
B0DZJ7T45L,stainless,title,1.0
B0DZJ7T45L,carbon_steel,bullet_points_text,0.8
B0F734G1ML,high_carbon,title,1.0
B0F734G1ML,stainless,title,1.0
B0F332XQS4,high_carbon,title,1.0
B0F332XQS4,stainless,title,1.0
B0DLXK9PHN,stainless,title,1.0
B0BQC3LSTH,high_carbon,title,1.0
B0BQC3LSTH,stainless,title,1.0
B0D58K9X77,german_steel,title,1.0
B0D58K9X77,high_carbon,title,1.0
B0CP5QXC1H,high_carbon,title,1.0
B0CP5QXC1H,stainless,title,1.0
B0FDWWLQJM,stainless,bullet_points_text,0.8
B09WW6VGHX,stainless,title,1.0
B09WW6VGHX,high_carbon,bullet_points_text,0.8
B071S6FYPV,stainless,title,1.0
B0F4X1P12D,x50crmov15,title,1.0
B0F4X1P12D,german_steel,title,1.0
B0F4X1P12D,high_carbon,title,1.0
B0F4X1P12D,stainless,bullet_points_text,0.8
B0FXG4SS9N,german_steel,title,1.0
B0FXG4SS9N,carbon_steel,bullet_points_text,0.8
B0FXG4SS9N,stainless,bullet_points_text,0.8
B07JB658KV,high_carbon,title,1.0
B07JB658KV,stainless,title,1.0
B09Y159535,damascus,title,1.0
B09Y159535,vg10,bullet_points_text,0.8
B0BWYH3D6G,high_carbon,title,1.0
B0BWYH3D6G,stainless,title,1.0
B0CDB1F42P,high_carbon,title,1.0
B0CDB1F42P,stainless,title,1.0
B0CDB1F42P,carbon_steel,bullet_points_text,0.8
B0C61SJWDD,high_carbon,title,1.0
B0C61SJWDD,carbon_steel,title,1.0
B0C61SJWDD,stainless,bullet_points_text,0.8
B0FY68P8PN,high_carbon,title,1.0
B0FY68P8PN,stainless,title,1.0
B0DFZG4CR3,high_carbon,title,1.0
B0DFZG4CR3,stainless,title,1.0
B0FCKGK5R6,stainless,bullet_points_text,0.8
B0CYV7S6ZH,stainless,title,1.0
B0F4J7D8TG,stainless,title,1.0
B0DQ264PDV,german_steel,bullet_points_text,0.8
B0DQ264PDV,stainless,description_clean,0.6
B000MP79QG,stainless,title,1.0
B000MP79QG,high_carbon,description_clean,0.6
B0DH3K1KK5,high_carbon,title,1.0
B0DH3K1KK5,stainless,title,1.0
B0D8JM4HJM,high_carbon,title,1.0
B0D8JM4HJM,stainless,title,1.0
B083NPV1H3,high_carbon,title,1.0
B083NPV1H3,stainless,title,1.0
B0DWSWPZ5Y,high_carbon,title,1.0
B0DWSWPZ5Y,stainless,title,1.0
B0C4YQDZ58,stainless,title,1.0
B0C4YQDZ58,high_carbon,bullet_points_text,0.8
B0DLKDH43D,stainless,bullet_points_text,0.8
B09Z6JXZR8,carbon_steel,title,1.0
B09Z6JXZR8,high_carbon,bullet_points_text,0.8
B09G6QX21B,stainless,title,1.0
B09G6QX21B,high_carbon,bullet_points_text,0.8
B08HZC6G87,stainless,title,1.0
B095PG6S8F,high_carbon,title,1.0
B095PG6S8F,stainless,title,1.0
B095PG6S8F,damascus,bullet_points_text,0.8
B0D45BB9JC,stainless,title,1.0
B0F3KWZQ61,high_carbon,title,1.0
B0F3KWZQ61,stainless,title,1.0
B0F3KWZQ61,carbon_steel,bullet_points_text,0.8
B0CCV7SFQZ,damascus,title,1.0
B0CCV7SFQZ,high_carbon,title,1.0
B0CCV7SFQZ,stainless,title,1.0
B0CCV7SFQZ,x50crmov15,bullet_points_text,0.8
B0CCV7SFQZ,carbon_steel,bullet_points_text,0.8
B0C36WLZNB,high_carbon,title,1.0
B0C36WLZNB,carbon_steel,title,1.0
B0F5WP3TGT,stainless,title,1.0
B0F5WP3TGT,high_carbon,description_clean,0.6
B072B81PLD,high_carbon,title,1.0
B072B81PLD,stainless,title,1.0
B0BFQLRHTJ,stainless,title,1.0
B0BFQLRHTJ,damascus,bullet_points_text,0.8
B01B3GARVG,stainless,bullet_points_text,0.8
B0DLH58TSK,high_carbon,title,1.0
B0DLH58TSK,stainless,title,1.0
B09KTLNZFH,stainless,title,1.0
B0FJF65WFZ,high_carbon,title,1.0
B0FJF65WFZ,stainless,title,1.0
B0FLXXDHTH,stainless,title,1.0
B0FLXXDHTH,carbon_steel,bullet_points_text,0.8
B0CSFG6GL3,high_carbon,title,1.0
B0CSFG6GL3,stainless,title,1.0
B0CSFG6GL3,carbon_steel,bullet_points_text,0.8
B01JPUVQCQ,x50crmov15,bullet_points_text,0.8
B01JPUVQCQ,german_steel,bullet_points_text,0.8
B009CS63KW,stainless,description_clean,0.6
B0B6PKCXPL,high_carbon,title,1.0
B0B6PKCXPL,stainless,title,1.0
B0DK877JNQ,stainless,title,1.0
B0FKH7Q1ZN,high_carbon,title,1.0
B0FKH7Q1ZN,stainless,title,1.0
B0FP28Y6W5,high_carbon,title,1.0
B0FP28Y6W5,stainless,title,1.0
B007HB2274,high_carbon,bullet_points_text,0.8
B0FNQV86F7,high_carbon,title,1.0
B0FNQV86F7,stainless,title,1.0
B0FNQV86F7,x50crmov15,bullet_points_text,0.8
B0DSP9ZJVG,stainless,title,1.0
B00004RFN0,stainless,description_clean,0.6
B0F38JCVQ6,high_carbon,title,1.0
B0F38JCVQ6,stainless,title,1.0
B0F9PSPTSC,stainless,title,1.0
B0F9PSPTSC,german_steel,bullet_points_text,0.8
B08JLG355F,d2,title,1.0
B08JLG355F,stainless,bullet_points_text,0.8
B09Q5Y461J,high_carbon,title,1.0
B09Q5Y461J,stainless,title,1.0
B0DCX5P4QQ,stainless,title,1.0
B09WGXN7XV,stainless,title,1.0
B09FP64L57,high_carbon,bullet_points_text,0.8
B09FP64L57,stainless,bullet_points_text,0.8
B0D5MLTGDG,stainless,title,1.0
B0DBVHF1FT,stainless,bullet_points_text,0.8
B0DBHLFR7S,stainless,title,1.0
B0CKZ1MJ7Y,high_carbon,title,1.0
B0CKZ1MJ7Y,stainless,title,1.0
B0CKZ1MJ7Y,carbon_steel,bullet_points_text,0.8
B0CDNYGWN5,stainless,title,1.0
B08JCV2PF6,d2,title,1.0
B08JCV2PF6,stainless,bullet_points_text,0.8
B0FCS63GVJ,stainless,title,1.0
B0FCS63GVJ,high_carbon,description_clean,0.6
B0CGRYSD85,stainless,bullet_points_text,0.8
B0BLVB4VNC,german_steel,title,1.0
B0FP4LWWDD,high_carbon,title,1.0
B0FP4LWWDD,stainless,title,1.0
B07BK4YVB3,high_carbon,title,1.0
B07BK4YVB3,stainless,title,1.0
B07BK4YVB3,damascus,bullet_points_text,0.8
B0916H4ZSS,stainless,title,1.0
B0CCS4N5Y6,high_carbon,title,1.0
B0CCS4N5Y6,stainless,title,1.0
B0DFH18683,high_carbon,title,1.0
B0DFH18683,stainless,title,1.0
B0DPF66VGH,high_carbon,title,1.0
