asin,painpoint_norm,mention_n,pos_n,neg_n,avg_score,neg_ratio,pos_ratio
B0CP5QXC1H,durability,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B0CP5QXC1H,handle_comfort,2,1,1,0.0,0.5,0.5
B0CP5QXC1H,overall_quality,5,3,2,0.2,0.4,0.6
B0CP5QXC1H,rust_resistance,1,0,1,-1.0,1.0,0.0
B0CP5QXC1H,sharpness,6,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0CP5QXC1H,value_for_money,2,0,2,-1.0,1.0,0.0
B0CSFG6GL3,appearance_finish,2,2,0,1.0,0.0,1.0
B0CSFG6GL3,handle_comfort,2,2,0,1.0,0.0,1.0
B0CSFG6GL3,overall_quality,2,1,1,0.0,0.5,0.5
B0CSFG6GL3,sharpness,5,5,0,1.0,0.0,1.0
B0CSFG6GL3,value_for_money,2,2,0,1.0,0.0,1.0
B0CWH4MF7W,appearance_finish,1,1,0,1.0,0.0,1.0
B0CWH4MF7W,balance_weight,1,1,0,1.0,0.0,1.0
B0CWH4MF7W,durability,2,2,0,1.0,0.0,1.0
B0CWH4MF7W,handle_comfort,6,6,0,1.0,0.0,1.0
B0CWH4MF7W,overall_quality,3,3,0,1.0,0.0,1.0
B0CWH4MF7W,sharpness,8,8,0,1.0,0.0,1.0
B0CWH4MF7W,value_for_money,5,5,0,1.0,0.0,1.0
B0CZ747XJJ,appearance_finish,2,1,0,0.5,0.0,0.5
B0CZ747XJJ,balance_weight,2,1,0,0.5,0.0,0.5
B0CZ747XJJ,durability,1,0,0,0.0,0.0,0.0
B0CZ747XJJ,handle_comfort,3,2,0,0.6666666666666666,0.0,0.6666666666666666
B0CZ747XJJ,overall_quality,4,3,0,0.75,0.0,0.75
B0CZ747XJJ,rust_resistance,1,0,1,-1.0,1.0,0.0
B0CZ747XJJ,sharpness,5,4,0,0.8,0.0,0.8
B0CZ747XJJ,value_for_money,2,1,0,0.5,0.0,0.5
B0DCV9V2PV,durability,4,0,3,-0.75,0.75,0.0
B0DCV9V2PV,handle_comfort,1,1,0,1.0,0.0,1.0
B0DCV9V2PV,overall_quality,1,0,1,-1.0,1.0,0.0
B0DCV9V2PV,sharpness,4,1,2,-0.25,0.5,0.25
B0DDKP1N8L,appearance_finish,2,2,0,1.0,0.0,1.0
B0DDKP1N8L,balance_weight,4,2,2,0.0,0.5,0.5
B0DDKP1N8L,durability,1,1,0,1.0,0.0,1.0
B0DDKP1N8L,handle_comfort,2,2,0,1.0,0.0,1.0
B0DDKP1N8L,overall_quality,2,1,1,0.0,0.5,0.5
B0DDKP1N8L,rust_resistance,1,0,1,-1.0,1.0,0.0
B0DDKP1N8L,sharpness,4,3,1,0.5,0.25,0.75
B0DDKP1N8L,value_for_money,2,2,0,1.0,0.0,1.0
B0DGL3FDWX,appearance_finish,3,3,0,1.0,0.0,1.0
B0DGL3FDWX,balance_weight,2,2,0,1.0,0.0,1.0
B0DGL3FDWX,durability,1,1,0,1.0,0.0,1.0
B0DGL3FDWX,handle_comfort,3,3,0,1.0,0.0,1.0
B0DGL3FDWX,overall_quality,2,1,1,0.0,0.5,0.5
B0DGL3FDWX,sharpness,6,6,0,1.0,0.0,1.0
B0DGL3FDWX,value_for_money,2,1,1,0.0,0.5,0.5
B0DGWMNZJP,appearance_finish,2,1,1,0.0,0.5,0.5
B0DGWMNZJP,handle_comfort,2,1,1,0.0,0.5,0.5
B0DGWMNZJP,rust_resistance,2,1,1,0.0,0.5,0.5
B0DGWMNZJP,sharpness,4,0,4,-1.0,1.0,0.0
B0DGWMNZJP,value_for_money,1,0,1,-1.0,1.0,0.0
B0DNF1F2HG,appearance_finish,4,3,1,0.5,0.25,0.75
B0DNF1F2HG,durability,1,0,1,-1.0,1.0,0.0
B0DNF1F2HG,handle_comfort,1,0,1,-1.0,1.0,0.0
B0DNF1F2HG,overall_quality,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B0DNF1F2HG,sharpness,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0DPGRS6JY,appearance_finish,1,0,1,-1.0,1.0,0.0
B0DPGRS6JY,durability,1,0,1,-1.0,1.0,0.0
B0DPGRS6JY,handle_comfort,3,0,3,-1.0,1.0,0.0
B0DPGRS6JY,overall_quality,2,2,0,1.0,0.0,1.0
B0DPGRS6JY,rust_resistance,1,0,1,-1.0,1.0,0.0
B0DR1NKGDP,appearance_finish,4,4,0,1.0,0.0,1.0
B0DR1NKGDP,balance_weight,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0DR1NKGDP,durability,1,1,0,1.0,0.0,1.0
B0DR1NKGDP,handle_comfort,4,3,1,0.5,0.25,0.75
B0DR1NKGDP,overall_quality,4,4,0,1.0,0.0,1.0
B0DR1NKGDP,rust_resistance,1,0,1,-1.0,1.0,0.0
B0DR1NKGDP,sharpness,8,7,1,0.75,0.125,0.875
B0DR1NKGDP,value_for_money,3,3,0,1.0,0.0,1.0
B0DX6SWZNL,appearance_finish,2,2,0,1.0,0.0,1.0
B0DX6SWZNL,durability,1,1,0,1.0,0.0,1.0
B0DX6SWZNL,overall_quality,5,5,0,1.0,0.0,1.0
B0DX6SWZNL,sharpness,9,9,0,1.0,0.0,1.0
B0DXPQ88ZV,appearance_finish,1,1,0,1.0,0.0,1.0
B0DXPQ88ZV,balance_weight,1,1,0,1.0,0.0,1.0
B0DXPQ88ZV,durability,1,1,0,1.0,0.0,1.0
B0DXPQ88ZV,handle_comfort,1,1,0,1.0,0.0,1.0
B0DXPQ88ZV,sharpness,5,5,0,1.0,0.0,1.0
B0DXPQ88ZV,value_for_money,2,1,1,0.0,0.5,0.5
B0DYP3J5BW,appearance_finish,4,4,0,1.0,0.0,1.0
B0DYP3J5BW,balance_weight,1,1,0,1.0,0.0,1.0
B0DYP3J5BW,durability,1,1,0,1.0,0.0,1.0
B0DYP3J5BW,rust_resistance,2,2,0,1.0,0.0,1.0
B0DYP3J5BW,sharpness,4,4,0,1.0,0.0,1.0
B0DYP3J5BW,value_for_money,2,2,0,1.0,0.0,1.0
B0DZHL47FD,appearance_finish,5,3,1,0.4,0.2,0.6
B0DZHL47FD,balance_weight,1,1,0,1.0,0.0,1.0
B0DZHL47FD,handle_comfort,4,3,1,0.5,0.25,0.75
B0DZHL47FD,overall_quality,5,4,0,0.8,0.0,0.8
B0DZHL47FD,rust_resistance,2,0,2,-1.0,1.0,0.0
B0DZHL47FD,sharpness,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0DZHL47FD,value_for_money,2,1,0,0.5,0.0,0.5
B0F1N3QFGR,appearance_finish,5,5,0,1.0,0.0,1.0
B0F1N3QFGR,durability,6,6,0,1.0,0.0,1.0
B0F1N3QFGR,handle_comfort,4,4,0,1.0,0.0,1.0
B0F1N3QFGR,overall_quality,1,1,0,1.0,0.0,1.0
B0F1N3QFGR,sharpness,3,3,0,1.0,0.0,1.0
B0F3KWZQ61,appearance_finish,6,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0F3KWZQ61,balance_weight,2,1,1,0.0,0.5,0.5
B0F3KWZQ61,durability,1,0,1,-1.0,1.0,0.0
B0F3KWZQ61,handle_comfort,2,0,2,-1.0,1.0,0.0
B0F3KWZQ61,overall_quality,4,3,1,0.5,0.25,0.75
B0F3KWZQ61,rust_resistance,2,0,2,-1.0,1.0,0.0
B0F3KWZQ61,sharpness,7,4,3,0.14285714285714285,0.42857142857142855,0.5714285714285714
B0F3KWZQ61,value_for_money,4,1,3,-0.5,0.75,0.25
B0F4R9ZJCC,balance_weight,1,1,0,1.0,0.0,1.0
B0F4R9ZJCC,handle_comfort,1,1,0,1.0,0.0,1.0
B0F4R9ZJCC,sharpness,2,2,0,1.0,0.0,1.0
B0F93Y59S6,appearance_finish,8,7,1,0.75,0.125,0.875
B0F93Y59S6,balance_weight,5,3,2,0.2,0.4,0.6
B0F93Y59S6,durability,2,1,1,0.0,0.5,0.5
B0F93Y59S6,handle_comfort,10,8,2,0.6,0.2,0.8
B0F93Y59S6,overall_quality,7,6,1,0.7142857142857143,0.14285714285714285,0.8571428571428571
B0F93Y59S6,rust_resistance,1,1,0,1.0,0.0,1.0
B0F93Y59S6,sharpness,9,7,2,0.5555555555555556,0.2222222222222222,0.7777777777777778
B0F93Y59S6,value_for_money,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0F9FCYKJZ,appearance_finish,5,3,2,0.2,0.4,0.6
B0F9FCYKJZ,handle_comfort,5,2,3,-0.2,0.6,0.4
B0F9FCYKJZ,overall_quality,2,1,1,0.0,0.5,0.5
B0F9FCYKJZ,sharpness,4,3,1,0.5,0.25,0.75
B0F9FCYKJZ,value_for_money,1,0,1,-1.0,1.0,0.0
B0F9WMG8VG,appearance_finish,3,3,0,1.0,0.0,1.0
B0F9WMG8VG,balance_weight,1,1,0,1.0,0.0,1.0
B0F9WMG8VG,durability,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B0F9WMG8VG,handle_comfort,1,1,0,1.0,0.0,1.0
B0F9WMG8VG,overall_quality,2,1,1,0.0,0.5,0.5
B0F9WMG8VG,rust_resistance,2,2,0,1.0,0.0,1.0
B0F9WMG8VG,sharpness,8,7,1,0.75,0.125,0.875
B0F9WMG8VG,value_for_money,2,2,0,1.0,0.0,1.0
B0F9XVDV1M,appearance_finish,3,3,0,1.0,0.0,1.0
B0F9XVDV1M,balance_weight,7,5,2,0.42857142857142855,0.2857142857142857,0.7142857142857143
B0F9XVDV1M,durability,4,3,1,0.5,0.25,0.75
B0F9XVDV1M,handle_comfort,6,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0F9XVDV1M,overall_quality,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0F9XVDV1M,rust_resistance,2,1,1,0.0,0.5,0.5
B0F9XVDV1M,sharpness,7,5,2,0.42857142857142855,0.2857142857142857,0.7142857142857143
B0F9XVDV1M,value_for_money,2,2,0,1.0,0.0,1.0
B0F9XXZ3QV,appearance_finish,7,7,0,1.0,0.0,1.0
B0F9XXZ3QV,balance_weight,7,7,0,1.0,0.0,1.0
B0F9XXZ3QV,durability,4,4,0,1.0,0.0,1.0
B0F9XXZ3QV,handle_comfort,9,9,0,1.0,0.0,1.0
B0F9XXZ3QV,overall_quality,6,6,0,1.0,0.0,1.0
B0F9XXZ3QV,rust_resistance,3,3,0,1.0,0.0,1.0
B0F9XXZ3QV,sharpness,10,10,0,1.0,0.0,1.0
B0F9XXZ3QV,value_for_money,5,5,0,1.0,0.0,1.0
B0FBX4HGT3,appearance_finish,1,1,0,1.0,0.0,1.0
B0FBX4HGT3,balance_weight,2,1,1,0.0,0.5,0.5
B0FBX4HGT3,durability,1,0,1,-1.0,1.0,0.0
B0FBX4HGT3,handle_comfort,2,1,1,0.0,0.5,0.5
B0FBX4HGT3,overall_quality,1,0,1,-1.0,1.0,0.0
B0FBX4HGT3,sharpness,7,4,3,0.14285714285714285,0.42857142857142855,0.5714285714285714
B0FBX4HGT3,value_for_money,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0FC6BDKFG,appearance_finish,5,5,0,1.0,0.0,1.0
B0FC6BDKFG,balance_weight,3,3,0,1.0,0.0,1.0
B0FC6BDKFG,durability,2,2,0,1.0,0.0,1.0
B0FC6BDKFG,handle_comfort,3,3,0,1.0,0.0,1.0
B0FC6BDKFG,overall_quality,2,2,0,1.0,0.0,1.0
B0FC6BDKFG,sharpness,8,7,1,0.75,0.125,0.875
B0FC6BDKFG,value_for_money,3,3,0,1.0,0.0,1.0
B0FC6KMLJW,appearance_finish,2,2,0,1.0,0.0,1.0
B0FC6KMLJW,balance_weight,3,3,0,1.0,0.0,1.0
B0FC6KMLJW,durability,1,1,0,1.0,0.0,1.0
B0FC6KMLJW,handle_comfort,2,2,0,1.0,0.0,1.0
B0FC6KMLJW,overall_quality,1,1,0,1.0,0.0,1.0
B0FC6KMLJW,sharpness,7,7,0,1.0,0.0,1.0
B0FC6RG41K,appearance_finish,1,1,0,1.0,0.0,1.0
B0FC6RG41K,balance_weight,1,1,0,1.0,0.0,1.0
B0FC6RG41K,durability,2,1,1,0.0,0.5,0.5
B0FC6RG41K,handle_comfort,1,1,0,1.0,0.0,1.0
B0FC6RG41K,overall_quality,2,1,1,0.0,0.5,0.5
B0FC6RG41K,sharpness,5,3,2,0.2,0.4,0.6
B0FC6RG41K,value_for_money,1,1,0,1.0,0.0,1.0
B0FGXRJ48T,appearance_finish,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0FGXRJ48T,balance_weight,1,1,0,1.0,0.0,1.0
B0FGXRJ48T,handle_comfort,4,4,0,1.0,0.0,1.0
B0FGXRJ48T,overall_quality,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0FGXRJ48T,sharpness,6,6,0,1.0,0.0,1.0
B0FGXRJ48T,value_for_money,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0FHPRVY4L,appearance_finish,3,3,0,1.0,0.0,1.0
B0FHPRVY4L,balance_weight,3,3,0,1.0,0.0,1.0
B0FHPRVY4L,durability,2,2,0,1.0,0.0,1.0
B0FHPRVY4L,handle_comfort,6,6,0,1.0,0.0,1.0
B0FHPRVY4L,overall_quality,6,6,0,1.0,0.0,1.0
B0FHPRVY4L,rust_resistance,2,2,0,1.0,0.0,1.0
B0FHPRVY4L,sharpness,9,9,0,1.0,0.0,1.0
B0FHPRVY4L,value_for_money,5,5,0,1.0,0.0,1.0
B0FL24KL7R,sharpness,2,2,0,1.0,0.0,1.0
B0FMH2Q911,appearance_finish,2,2,0,1.0,0.0,1.0
B0FMH2Q911,balance_weight,1,0,1,-1.0,1.0,0.0
B0FMH2Q911,handle_comfort,2,1,1,0.0,0.5,0.5
B0FMH2Q911,overall_quality,3,3,0,1.0,0.0,1.0
B0FMH2Q911,rust_resistance,1,0,1,-1.0,1.0,0.0
B0FMH2Q911,sharpness,5,4,1,0.6,0.2,0.8
B0FMH2Q911,value_for_money,2,2,0,1.0,0.0,1.0
B0FNWWWM3R,appearance_finish,2,2,0,1.0,0.0,1.0
B0FNWWWM3R,balance_weight,2,2,0,1.0,0.0,1.0
B0FNWWWM3R,handle_comfort,2,2,0,1.0,0.0,1.0
B0FNWWWM3R,overall_quality,6,6,0,1.0,0.0,1.0
B0FNWWWM3R,sharpness,4,4,0,1.0,0.0,1.0
B0FNWWWM3R,value_for_money,2,2,0,1.0,0.0,1.0
B0FQV9D497,appearance_finish,6,5,1,0.6666666666666666,0.16666666666666666,0.8333333333333334
B0FQV9D497,balance_weight,7,6,1,0.7142857142857143,0.14285714285714285,0.8571428571428571
B0FQV9D497,durability,2,2,0,1.0,0.0,1.0
B0FQV9D497,handle_comfort,5,4,1,0.6,0.2,0.8
B0FQV9D497,overall_quality,5,5,0,1.0,0.0,1.0
B0FQV9D497,rust_resistance,1,1,0,1.0,0.0,1.0
B0FQV9D497,sharpness,9,8,1,0.7777777777777778,0.1111111111111111,0.8888888888888888
B0FQV9D497,value_for_money,1,1,0,1.0,0.0,1.0
B0FR1NHMJQ,appearance_finish,6,6,0,1.0,0.0,1.0
B0FR1NHMJQ,balance_weight,5,5,0,1.0,0.0,1.0
B0FR1NHMJQ,durability,4,4,0,1.0,0.0,1.0
B0FR1NHMJQ,handle_comfort,8,8,0,1.0,0.0,1.0
B0FR1NHMJQ,overall_quality,6,6,0,1.0,0.0,1.0
B0FR1NHMJQ,rust_resistance,5,5,0,1.0,0.0,1.0
B0FR1NHMJQ,sharpness,9,8,1,0.7777777777777778,0.1111111111111111,0.8888888888888888
B0FR1NHMJQ,value_for_money,5,5,0,1.0,0.0,1.0
B0FR46S7XW,overall_quality,2,2,0,1.0,0.0,1.0
B0FR46S7XW,value_for_money,1,1,0,1.0,0.0,1.0
B0FRM53T6N,appearance_finish,7,6,1,0.7142857142857143,0.14285714285714285,0.8571428571428571
B0FRM53T6N,balance_weight,6,6,0,1.0,0.0,1.0
B0FRM53T6N,durability,1,1,0,1.0,0.0,1.0
B0FRM53T6N,handle_comfort,8,8,0,1.0,0.0,1.0
B0FRM53T6N,overall_quality,7,6,1,0.7142857142857143,0.14285714285714285,0.8571428571428571
B0FRM53T6N,sharpness,9,9,0,1.0,0.0,1.0
B0FRM53T6N,value_for_money,4,4,0,1.0,0.0,1.0
B0FX8D4RCC,appearance_finish,4,2,2,0.0,0.5,0.5
B0FX8D4RCC,durability,1,0,1,-1.0,1.0,0.0
B0FX8D4RCC,handle_comfort,3,2,1,0.3333333333333333,0.3333333333333333,0.6666666666666666
B0FX8D4RCC,rust_resistance,1,1,0,1.0,0.0,1.0
B0FX8D4RCC,sharpness,7,5,2,0.42857142857142855,0.2857142857142857,0.7142857142857143
B0FX8D4RCC,value_for_money,2,1,1,0.0,0.5,0.5
B0FXGRC4PH,appearance_finish,2,2,0,1.0,0.0,1.0
B0FXGRC4PH,balance_weight,2,2,0,1.0,0.0,1.0
B0FXGRC4PH,durability,2,2,0,1.0,0.0,1.0
B0FXGRC4PH,handle_comfort,2,2,0,1.0,0.0,1.0
B0FXGRC4PH,overall_quality,2,2,0,1.0,0.0,1.0
B0FXGRC4PH,rust_resistance,4,4,0,1.0,0.0,1.0
B0FXGRC4PH,sharpness,5,5,0,1.0,0.0,1.0
B0FXGRC4PH,value_for_money,2,2,0,1.0,0.0,1.0
B0FXMCV6NC,balance_weight,1,1,0,1.0,0.0,1.0
B0FXMCV6NC,overall_quality,1,1,0,1.0,0.0,1.0
B0FXMCV6NC,sharpness,1,1,0,1.0,0.0,1.0
B0FXMCV6NC,value_for_money,1,1,0,1.0,0.0,1.0
B0FXMFSJC6,balance_weight,1,1,0,1.0,0.0,1.0
B0FXMFSJC6,durability,1,0,1,-1.0,1.0,0.0
B0FXMFSJC6,handle_comfort,2,2,0,1.0,0.0,1.0
B0FXMFSJC6,overall_quality,1,1,0,1.0,0.0,1.0
B0FXMFSJC6,rust_resistance,1,1,0,1.0,0.0,1.0
B0FXMFSJC6,sharpness,4,3,1,0.5,0.25,0.75
B0FXMFSJC6,value_for_money,1,1,0,1.0,0.0,1.0
B0FXMP8ZWZ,appearance_finish,3,1,2,-0.3333333333333333,0.6666666666666666,0.3333333333333333
B0FXMP8ZWZ,balance_weight,7,4,3,0.14285714285714285,0.42857142857142855,0.5714285714285714
B0FXMP8ZWZ,durability,4,2,2,0.0,0.5,0.5
B0FXMP8ZWZ,handle_comfort,6,3,3,0.0,0.5,0.5
B0FXMP8ZWZ,overall_quality,6,3,3,0.0,0.5,0.5
B0FXMP8ZWZ,rust_resistance,1,0,1,-1.0,1.0,0.0
B0FXMP8ZWZ,sharpness,7,5,2,0.42857142857142855,0.2857142857142857,0.7142857142857143
B0FXMP8ZWZ,value_for_money,1,1,0,1.0,0.0,1.0
B0FYFXX7GP,appearance_finish,2,2,0,1.0,0.0,1.0
B0FYFXX7GP,balance_weight,1,1,0,1.0,0.0,1.0
B0FYFXX7GP,durability,1,1,0,1.0,0.0,1.0
B0FYFXX7GP,handle_comfort,1,1,0,1.0,0.0,1.0
B0FYFXX7GP,overall_quality,1,1,0,1.0,0.0,1.0
B0FYFXX7GP,sharpness,2,2,0,1.0,0.0,1.0
